edge_id,model,hard_detected,soft_detected,direction_correct,detection_rate,mean_jsd,median_jsd,jsd_ci_lower,jsd_ci_upper,omnibus_significant
SA6,mistral-small-24b,False,False,True,0.0,0.08438574659410197,0.04859279118770867,0.023679731614670758,0.18088471697992647,False
S121R,mistral-small-24b,False,False,True,0.0,0.15022846125311204,0.14180079821798142,0.07135777367345361,0.24505753397753352,False
S129,mistral-small-24b,False,True,True,0.5,0.3476960073925948,0.3476960073925948,0.0,0.0,True
S88,mistral-small-24b,False,False,True,0.2,0.15895260386806914,0.15668471741684556,0.06783654383079185,0.2500686639053464,False
S84,mistral-small-24b,False,True,False,0.25,0.11971967440984244,0.08988349926574754,0.04578958839583617,0.22348593556794358,False
S111R,mistral-small-24b,False,True,False,0.25,0.11971967440984244,0.08988349926574754,0.04578958839583617,0.22348593556794358,False
S89,mistral-small-24b,False,True,True,0.0,0.2766513922427492,0.2766513922427492,0.0,0.0,True
S13,mistral-small-24b,False,True,True,0.0,0.16763469174218235,0.20248093340338844,0.02377174958040941,0.2766513922427492,True
S75R,mistral-small-24b,False,False,True,0.0,0.11312634149189893,0.11312634149189893,0.0,0.0,False
S20R,mistral-small-24b,False,False,False,0.0,0.06365002204871734,0.07500954720991808,0.029830899982016847,0.0861096189542171,False
S74R,mistral-small-24b,False,False,True,0.0,0.022518257948791608,0.022518257948791608,0.0,0.0,False
S21,mistral-small-24b,False,False,False,0.0,0.036800195804714615,0.03659480444821912,0.019317244573256852,0.054283147036172374,False
S5R,llama-3.1-8b,False,False,True,0.0,0.058802242305659336,0.058802242305659336,0.0,0.0,False
S22,llama-3.1-8b,False,False,True,0.0,0.08133265283875554,0.08133265283875554,0.0,0.0,False
S23R,llama-3.1-8b,False,True,True,0.05,0.19696086536410054,0.15743986743746274,0.11713448766458054,0.2922353693038358,True
S4R,llama-3.1-8b,False,True,True,0.07692307692307693,0.21670835428920598,0.17100301953787703,0.1327458602007733,0.3198248743769389,True
S28,llama-3.1-8b,False,True,True,0.05,0.21670835428920598,0.17100301953787703,0.1327458602007733,0.3198248743769389,True
SA2,llama-3.1-8b,False,False,True,0.0,0.06860218735091518,0.06860218735091518,0.0,0.0,False
S8,llama-3.1-8b,False,False,True,0.0,0.07286786721257085,0.0813992269358822,0.0015487972908633952,0.13565557741096695,False
S6R,llama-3.1-8b,False,False,True,0.0,0.044265556893549114,0.04859279118770867,0.029344792514361766,0.059349728022272626,False
S80,llama-3.1-8b,False,False,True,0.0,0.05864311383311902,0.054340934970141586,0.04372334855222136,0.073519571810502,False
S7R,llama-3.1-8b,False,False,True,0.0,0.042919563388407904,0.023679731614670758,0.023679731614670758,0.0813992269358822,False
S14,llama-3.1-8b,False,False,True,0.0,0.0,0.0,0.0,0.0,False
S27,llama-3.1-8b,False,False,True,0.0,0.17999573896538595,0.17999573896538595,0.0,0.0,False
S45,llama-3.1-8b,False,False,True,0.0,0.04078366323750339,0.04078366323750339,0.0,0.0,False
S46,llama-3.1-8b,False,False,True,0.0,0.042592378839728606,0.04620981004417904,0.023679731614670758,0.05788759486033603,False
S40R,llama-3.1-8b,False,False,True,0.0,0.04078366323750339,0.04078366323750339,0.0,0.0,False
S41R,llama-3.1-8b,False,False,True,0.0,0.04078366323750339,0.04078366323750339,0.0,0.0,False
S49R,llama-3.1-8b,False,False,True,0.0,0.04078366323750339,0.04078366323750339,0.0,0.0,False
S16R,llama-3.1-8b,False,False,True,0.0,0.07260937111929902,0.07260937111929902,0.0,0.0,False
S39R,llama-3.1-8b,False,False,True,0.0,0.09161604466407132,0.049392878754372954,0.044266552919275136,0.15651841655775667,False
S42R,llama-3.1-8b,False,False,True,0.0,0.06487054033099034,0.049392878754372954,0.023679731614670758,0.12153901062392729,False
S17R,llama-3.1-8b,False,False,True,0.0,0.023679731614670758,0.023679731614670758,0.023679731614670758,0.023679731614670758,False
S18R,llama-3.1-8b,False,False,True,0.0,0.023679731614670758,0.023679731614670758,0.023679731614670758,0.023679731614670758,False
S10R,llama-3.1-8b,False,False,True,0.1,0.08063522365777195,0.03133484351759169,0.0299482928330311,0.13649040911986057,False
S9R,llama-3.1-8b,False,True,False,0.3333333333333333,0.1608283875903023,0.2344535146437958,0.061598049692957166,0.2527968970780615,True
S24R,llama-3.1-8b,False,False,True,0.0,0.030979886516912383,0.030979886516912383,0.0,0.0,False
S12,llama-3.1-8b,False,False,True,0.0,0.03521610945196849,0.023679731614670758,0.021834861410568947,0.05278687765047096,False
S43,llama-3.1-8b,False,False,True,0.0,0.047958865974365134,0.02372233017593074,0.026699939726761258,0.07495262388625622,False
S112,llama-3.1-8b,False,False,True,0.0,0.021431901990856917,0.021431901990856917,0.0,0.0,False
S19R,llama-3.1-8b,False,False,True,0.13333333333333333,0.0717339637238904,0.03311935032848583,0.038481732229428495,0.11058557947900577,False
S115,llama-3.1-8b,False,False,True,0.0,0.03709222032394137,0.024787019590129987,0.024724885192906734,0.05143045038659454,False
S38R,llama-3.1-8b,False,False,True,0.0,0.07214520644623505,0.07214520644623505,0.0,0.0,False
S15R,llama-3.1-8b,False,False,True,0.0,0.003183068710193915,0.003183068710193915,0.0,0.0,False
S68R,llama-3.1-8b,False,False,True,0.0,0.10032651557762315,0.04859279118770867,0.06887450160724497,0.13339780606141363,False
S52R,llama-3.1-8b,False,False,True,0.0,0.09841045171133002,0.04859279118770867,0.06685423081251612,0.13146959568096622,False
S72R,llama-3.1-8b,False,False,True,0.0,0.10032651557762315,0.04859279118770867,0.06887450160724497,0.13339780606141363,False
S69R,llama-3.1-8b,False,False,True,0.0,0.057138061647696345,0.04859279118770867,0.03799233734020805,0.07954568381024571,False
S77R,llama-3.1-8b,False,False,True,0.0,0.11276808227652585,0.04859279118770867,0.02964526480028935,0.26006619084157956,False
S70,llama-3.1-8b,False,False,False,0.0,0.02022260655448642,0.02022260655448642,0.0,0.0,False
S67,llama-3.1-8b,False,True,False,0.25,0.2701051396601116,0.1898290710944557,0.1481003558019146,0.4673178675831757,True
S73R,llama-3.1-8b,False,True,False,0.25,0.2701051396601116,0.1898290710944557,0.1481003558019146,0.4673178675831757,True
S55R,llama-3.1-8b,False,False,True,0.0,0.09149934573277368,0.05462801639117738,0.052539956790930153,0.1673300640162135,False
S116,llama-3.1-8b,False,False,True,0.0,0.09149934573277368,0.05462801639117738,0.052539956790930153,0.1673300640162135,False
S119R,llama-3.1-8b,False,False,True,0.0,0.10437491487245336,0.07888284002962663,0.049113258746717375,0.16630164245602952,False
S31R,llama-3.1-8b,False,False,True,0.0,0.09149934573277368,0.05462801639117738,0.052539956790930153,0.1673300640162135,False
S120R,llama-3.1-8b,False,False,True,0.0,0.09149934573277368,0.05462801639117738,0.052539956790930153,0.1673300640162135,False
S30,llama-3.1-8b,False,False,True,0.0,0.09149934573277368,0.05462801639117738,0.052539956790930153,0.1673300640162135,False
SA6,llama-3.1-8b,False,True,True,0.3333333333333333,0.17025181422265034,0.14904135371329652,0.023679731614670758,0.3380343573399837,False
S121R,llama-3.1-8b,False,False,True,0.14285714285714285,0.1602504850786885,0.1509228397895866,0.09564282696606227,0.2394631549454776,False
S129,llama-3.1-8b,False,True,False,0.5,0.25717767667316627,0.25717767667316627,0.0,0.0,False
S88,llama-3.1-8b,False,False,True,0.0,0.06621535241533881,0.036160391661783385,0.004467854548178444,0.1580178110360546,False
S84,llama-3.1-8b,False,False,True,0.0,0.020314123104980916,0.020314123104980916,0.0,0.0,False
S111R,llama-3.1-8b,False,False,True,0.0,0.020314123104980916,0.020314123104980916,0.0,0.0,False
S89,llama-3.1-8b,False,False,True,0.0,0.1580178110360546,0.1580178110360546,0.0,0.0,False
S13,llama-3.1-8b,False,False,True,0.0,0.09611896585054379,0.10958619111133477,0.053458393314500655,0.13640589124385732,False
S75R,llama-3.1-8b,False,False,True,0.0,0.08580249165295861,0.08402611537018956,0.042539345195824724,0.12626459850282964,False
S20R,llama-3.1-8b,False,True,True,0.0,0.14580970889403913,0.1683010435892402,0.06865270689284164,0.20047537620003553,True
S74R,llama-3.1-8b,False,True,False,0.0,0.1174027710529795,0.1174027710529795,0.0,0.0,True
S21,llama-3.1-8b,False,False,True,0.0,0.11599529329549489,0.12492787207154105,0.0981301357434026,0.12492787207154105,False
