run_count,replicate,model,model_label,selected_runs,mean_causal_jsd,mean_null_jsd,snr,detection_power
8,47,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,2,6,7,8,9,10,12",0.12089215051819892,0.07294533260611921,1.6572979544966466,0.14767932489451477
8,47,mistral-small-24b,Mistral-Small-24B,"1,2,6,7,8,9,10,12",0.15209741864497398,0.0956715555918515,1.5897872434921332,0.14102564102564102
8,47,gemma-4-31b-it,Gemma 4 31B,"1,2,6,7,8,9,10,12",0.14211633659397557,0.07419512032296509,1.9154404760765287,0.14035087719298245
8,47,llama-3.1-8b,Llama 3.1-8B,"1,2,6,7,8,9,10,12",0.07777478751835608,0.09002315446771882,0.8639420377814593,0.034482758620689655
8,48,deepseek-r1,DeepSeek-R1,"3,4,5,7,8,11,13,14",0.18059493432507062,0.09379405749364243,1.925441111632384,0.19008264462809918
8,48,kimi-k2.5,Kimi K2.5,"3,4,5,7,8,11,13,14",0.20914353876496997,0.1172616075544336,1.7835636328615414,0.16115702479338842
8,48,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"3,4,5,7,8,11,13,14",0.1142363924607425,0.07184763098797142,1.5899813381441583,0.1271186440677966
8,48,mistral-small-24b,Mistral-Small-24B,"3,4,5,7,8,11,13,14",0.13681604495013586,0.09878373330877806,1.3850058138871555,0.08936170212765958
8,48,gemma-4-31b-it,Gemma 4 31B,"3,4,5,7,8,11,13,14",0.13260324310367858,0.07445193848506713,1.78105830152797,0.13392857142857142
8,48,llama-3.1-8b,Llama 3.1-8B,"3,4,5,7,8,11,13,14",0.07038685601091368,0.0707477317047138,0.994899119942017,0.05172413793103448
8,49,deepseek-r1,DeepSeek-R1,"0,4,6,7,9,10,12,14",0.17741445739034659,0.09651939146844404,1.8381224196626882,0.2024793388429752
8,49,kimi-k2.5,Kimi K2.5,"0,4,6,7,9,10,12,14",0.19740692366820567,0.099993926548106,1.9741891381096563,0.17427385892116182
8,49,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,4,6,7,9,10,12,14",0.11819828813764406,0.08992204327476934,1.314452873101123,0.11814345991561181
8,49,mistral-small-24b,Mistral-Small-24B,"0,4,6,7,9,10,12,14",0.1390959298600644,0.07767658839289193,1.7907059609326617,0.11016949152542373
8,49,gemma-4-31b-it,Gemma 4 31B,"0,4,6,7,9,10,12,14",0.157539730520411,0.09651415726644995,1.6322965975394228,0.07792207792207792
8,49,llama-3.1-8b,Llama 3.1-8B,"0,4,6,7,9,10,12,14",0.05533426380484827,0.06412483493590423,0.8629147172099149,0.08189655172413793
9,0,deepseek-r1,DeepSeek-R1,"1,3,6,7,8,11,12,13,14",0.17117180115765418,0.08908118020174909,1.9215259695705431,0.20164609053497942
9,0,kimi-k2.5,Kimi K2.5,"1,3,6,7,8,11,12,13,14",0.20371888386878875,0.09731886379769221,2.093313422691436,0.19672131147540983
9,0,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,3,6,7,8,11,12,13,14",0.11061916954065626,0.0731238610873186,1.5127643411575846,0.12658227848101267
9,0,mistral-small-24b,Mistral-Small-24B,"1,3,6,7,8,11,12,13,14",0.13107730170863932,0.08791238854588536,1.4909992081516963,0.13617021276595745
9,0,gemma-4-31b-it,Gemma 4 31B,"1,3,6,7,8,11,12,13,14",0.15095690870735073,0.07924869777156218,1.9048503376357122,0.13596491228070176
9,0,llama-3.1-8b,Llama 3.1-8B,"1,3,6,7,8,11,12,13,14",0.0657105869792211,0.05983366907340699,1.0982209180353624,0.14224137931034483
9,1,deepseek-r1,DeepSeek-R1,"2,3,6,7,8,9,10,11,13",0.18567690232232323,0.08442168156645387,2.1993982929156024,0.2231404958677686
9,1,kimi-k2.5,Kimi K2.5,"2,3,6,7,8,9,10,11,13",0.2016590314105621,0.09329441752763246,2.161533741832234,0.24279835390946503
9,1,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,3,6,7,8,9,10,11,13",0.11161896715012751,0.06758026697612375,1.6516502840919927,0.14893617021276595
9,1,mistral-small-24b,Mistral-Small-24B,"2,3,6,7,8,9,10,11,13",0.13539402474444878,0.09505906076804849,1.424314774946291,0.11063829787234042
9,1,gemma-4-31b-it,Gemma 4 31B,"2,3,6,7,8,9,10,11,13",0.1398620181855372,0.08030192596677108,1.7417019143900991,0.12280701754385964
9,1,llama-3.1-8b,Llama 3.1-8B,"2,3,6,7,8,9,10,11,13",0.07090068219038087,0.08122269450636442,0.8729171399851215,0.04329004329004329
9,2,deepseek-r1,DeepSeek-R1,"0,2,3,4,7,9,10,13,14",0.19371898296005616,0.09426247633305183,2.055101780644938,0.23868312757201646
9,2,kimi-k2.5,Kimi K2.5,"0,2,3,4,7,9,10,13,14",0.18716307469190932,0.09822806252453102,1.9053931216974587,0.18930041152263374
9,2,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,3,4,7,9,10,13,14",0.10811414565517237,0.06787247623750114,1.5929011529925108,0.1483050847457627
9,2,mistral-small-24b,Mistral-Small-24B,"0,2,3,4,7,9,10,13,14",0.13663958050233274,0.07304430976399458,1.8706396287926306,0.17446808510638298
9,2,gemma-4-31b-it,Gemma 4 31B,"0,2,3,4,7,9,10,13,14",0.1345721434598466,0.08685936820433508,1.549310641349222,0.11304347826086956
9,2,llama-3.1-8b,Llama 3.1-8B,"0,2,3,4,7,9,10,13,14",0.06247367908012641,0.05434295818103644,1.149618665807694,0.09051724137931035
9,3,deepseek-r1,DeepSeek-R1,"1,2,3,5,6,7,10,11,12",0.1756840743294554,0.08182197462949321,2.1471502628112944,0.2033195020746888
9,3,kimi-k2.5,Kimi K2.5,"1,2,3,5,6,7,10,11,12",0.21019272749740125,0.1066670154285942,1.9705503772917503,0.1598360655737705
9,3,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,2,3,5,6,7,10,11,12",0.11567643527947374,0.056844608319004696,2.0349587885329834,0.18565400843881857
9,3,mistral-small-24b,Mistral-Small-24B,"1,2,3,5,6,7,10,11,12",0.13011466042305767,0.09442111643681342,1.3780250153060873,0.13617021276595745
9,3,gemma-4-31b-it,Gemma 4 31B,"1,2,3,5,6,7,10,11,12",0.12895235732583818,0.07319029174454614,1.7618778973571616,0.15418502202643172
9,3,llama-3.1-8b,Llama 3.1-8B,"1,2,3,5,6,7,10,11,12",0.06856769284862624,0.08309175374053063,0.8252045451193815,0.0815450643776824
9,4,deepseek-r1,DeepSeek-R1,"0,1,3,4,7,10,11,12,14",0.1746240996542966,0.07701187346356587,2.267495800331501,0.27800829875518673
9,4,kimi-k2.5,Kimi K2.5,"0,1,3,4,7,10,11,12,14",0.19911227043201593,0.11206020131445626,1.7768330602341116,0.13934426229508196
9,4,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,4,7,10,11,12,14",0.10800459374033629,0.06881349624281835,1.5695263231390904,0.1308016877637131
9,4,mistral-small-24b,Mistral-Small-24B,"0,1,3,4,7,10,11,12,14",0.12964223137864705,0.08169670785528009,1.5868721614621124,0.13983050847457626
9,4,gemma-4-31b-it,Gemma 4 31B,"0,1,3,4,7,10,11,12,14",0.13993488823951963,0.09430334451807733,1.4838804387546938,0.05150214592274678
9,4,llama-3.1-8b,Llama 3.1-8B,"0,1,3,4,7,10,11,12,14",0.05086197336720542,0.062407354909962,0.8149996653533282,0.08189655172413793
9,5,deepseek-r1,DeepSeek-R1,"1,2,3,4,6,8,9,13,14",0.16818324808973978,0.07752867285418764,2.169303844605351,0.2727272727272727
9,5,kimi-k2.5,Kimi K2.5,"1,2,3,4,6,8,9,13,14",0.19524452972312792,0.1005209126583156,1.9423274675866793,0.205761316872428
9,5,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,2,3,4,6,8,9,13,14",0.1108686066604397,0.06777215068430004,1.6359021447746869,0.09745762711864407
9,5,mistral-small-24b,Mistral-Small-24B,"1,2,3,4,6,8,9,13,14",0.1395886977667667,0.08566464968653911,1.6294784170313477,0.11914893617021277
9,5,gemma-4-31b-it,Gemma 4 31B,"1,2,3,4,6,8,9,13,14",0.14295619635964826,0.08371297902822683,1.7076945297986046,0.14096916299559473
9,5,llama-3.1-8b,Llama 3.1-8B,"1,2,3,4,6,8,9,13,14",0.08523707845672289,0.07810121028854651,1.0913669345431751,0.08225108225108226
9,6,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,7,9,11,13",0.1806133675634086,0.06568830403917818,2.7495513882606284,0.32644628099173556
9,6,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,7,9,11,13",0.19424891377477319,0.10702221279907459,1.8150336149324398,0.11885245901639344
9,6,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,7,9,11,13",0.10955044317797126,0.06451638714949842,1.698025075770582,0.11440677966101695
9,6,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,7,9,11,13",0.13864499674798952,0.08582361220222211,1.6154644763880002,0.1702127659574468
9,6,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,7,9,11,13",0.12971029566843567,0.08944956543603082,1.450094195943266,0.1038961038961039
9,6,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,7,9,11,13",0.07890280683319242,0.0813631765479881,0.9697606482541332,0.09051724137931035
9,7,deepseek-r1,DeepSeek-R1,"0,1,2,3,5,7,9,10,12",0.1819374057184614,0.09348415313772253,1.9461844559946748,0.23651452282157676
9,7,kimi-k2.5,Kimi K2.5,"0,1,2,3,5,7,9,10,12",0.2007382827346881,0.09417739196133458,2.131491205629299,0.22357723577235772
9,7,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,5,7,9,10,12",0.11206912973886161,0.06167851165805586,1.8169882301987133,0.15611814345991562
9,7,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,5,7,9,10,12",0.1387779510091888,0.08564013358957134,1.6204779837719474,0.14042553191489363
9,7,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,5,7,9,10,12",0.12750891836077527,0.07595767371456491,1.6786838264680213,0.1341991341991342
9,7,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,5,7,9,10,12",0.06709612161111302,0.08709976198831226,0.7703364518965793,0.034482758620689655
9,8,deepseek-r1,DeepSeek-R1,"0,1,3,5,7,8,11,13,14",0.17066395990511013,0.0905739771037245,1.8842493767240374,0.2066115702479339
9,8,kimi-k2.5,Kimi K2.5,"0,1,3,5,7,8,11,13,14",0.2114464162987221,0.10316752121879,2.0495444089453527,0.19591836734693877
9,8,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,5,7,8,11,13,14",0.10430446739249175,0.06594366911435548,1.5817207139568366,0.1228813559322034
9,8,mistral-small-24b,Mistral-Small-24B,"0,1,3,5,7,8,11,13,14",0.1338921700434712,0.08796133296658183,1.522170771267636,0.12340425531914893
9,8,gemma-4-31b-it,Gemma 4 31B,"0,1,3,5,7,8,11,13,14",0.1345463645788593,0.0838235596459568,1.6051139458541128,0.11587982832618025
9,8,llama-3.1-8b,Llama 3.1-8B,"0,1,3,5,7,8,11,13,14",0.07317105519392356,0.07680085698028967,0.9527374832900931,0.05627705627705628
9,9,deepseek-r1,DeepSeek-R1,"0,2,3,5,6,7,9,11,13",0.18181586963330784,0.07375134012560486,2.465255130600472,0.25206611570247933
9,9,kimi-k2.5,Kimi K2.5,"0,2,3,5,6,7,9,11,13",0.20544748236092306,0.0935111872392422,2.197036402022137,0.2139917695473251
9,9,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,3,5,6,7,9,11,13",0.11171859710911594,0.07136350243575092,1.5654864643127209,0.11864406779661017
9,9,mistral-small-24b,Mistral-Small-24B,"0,2,3,5,6,7,9,11,13",0.13597578120432333,0.08458658099519635,1.6075337199412914,0.2
9,9,gemma-4-31b-it,Gemma 4 31B,"0,2,3,5,6,7,9,11,13",0.1319642085909732,0.08220931801015796,1.605222033038486,0.14410480349344978
9,9,llama-3.1-8b,Llama 3.1-8B,"0,2,3,5,6,7,9,11,13",0.07661788704002022,0.08825296824245325,0.8681621543825186,0.034482758620689655
9,10,deepseek-r1,DeepSeek-R1,"1,2,5,6,7,8,11,12,14",0.1552402087666423,0.08516762438271623,1.822760818935634,0.19008264462809918
9,10,kimi-k2.5,Kimi K2.5,"1,2,5,6,7,8,11,12,14",0.2126787392712178,0.09640223060770418,2.206159939770327,0.21224489795918366
9,10,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,2,5,6,7,8,11,12,14",0.11120298314869968,0.06116128041935559,1.8181925294276131,0.1518987341772152
9,10,mistral-small-24b,Mistral-Small-24B,"1,2,5,6,7,8,11,12,14",0.12723108371711328,0.09490728780891904,1.3405828641239137,0.10638297872340426
9,10,gemma-4-31b-it,Gemma 4 31B,"1,2,5,6,7,8,11,12,14",0.14626878530210488,0.07769697098791772,1.882554537741895,0.15789473684210525
9,10,llama-3.1-8b,Llama 3.1-8B,"1,2,5,6,7,8,11,12,14",0.07558668488931118,0.0880156099276396,0.8587872645710616,0.055793991416309016
9,11,deepseek-r1,DeepSeek-R1,"2,4,5,6,9,10,11,12,14",0.16553439921593593,0.07923238167881783,2.089226597869521,0.18828451882845187
9,11,kimi-k2.5,Kimi K2.5,"2,4,5,6,9,10,11,12,14",0.20610736905947594,0.09626494226436282,2.1410428782418403,0.16597510373443983
9,11,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,4,5,6,9,10,11,12,14",0.11755333513168027,0.06886590615332304,1.7069888671755737,0.13924050632911392
9,11,mistral-small-24b,Mistral-Small-24B,"2,4,5,6,9,10,11,12,14",0.1307476709065879,0.08198378965631332,1.5947990627744715,0.14468085106382977
9,11,gemma-4-31b-it,Gemma 4 31B,"2,4,5,6,9,10,11,12,14",0.14715678816384975,0.08813085431498845,1.6697533378934095,0.13100436681222707
9,11,llama-3.1-8b,Llama 3.1-8B,"2,4,5,6,9,10,11,12,14",0.0635591128592349,0.06862390745046615,0.9261948965105624,0.0815450643776824
9,12,deepseek-r1,DeepSeek-R1,"0,2,3,5,6,7,10,13,14",0.1803914001311504,0.09028389360598893,1.9980463062260336,0.1934156378600823
9,12,kimi-k2.5,Kimi K2.5,"0,2,3,5,6,7,10,13,14",0.20083994432979982,0.10037650277595278,2.0008661267875443,0.21074380165289255
9,12,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,3,5,6,7,10,13,14",0.10900392182650816,0.06508707913573039,1.6747397989575636,0.11864406779661017
9,12,mistral-small-24b,Mistral-Small-24B,"0,2,3,5,6,7,10,13,14",0.1300647278799365,0.07983447178616211,1.6291800392732219,0.1702127659574468
9,12,gemma-4-31b-it,Gemma 4 31B,"0,2,3,5,6,7,10,13,14",0.13726665492136159,0.09056356019491549,1.5156941116927087,0.11637931034482758
9,12,llama-3.1-8b,Llama 3.1-8B,"0,2,3,5,6,7,10,13,14",0.06534668851548942,0.06836901268057055,0.9557939474831697,0.07725321888412018
9,13,deepseek-r1,DeepSeek-R1,"3,4,5,6,10,11,12,13,14",0.18132248741311224,0.08118622976950417,2.2334143108739615,0.2190082644628099
9,13,kimi-k2.5,Kimi K2.5,"3,4,5,6,10,11,12,13,14",0.20688186429973393,0.10168471772412416,2.034542347464788,0.15833333333333333
9,13,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"3,4,5,6,10,11,12,13,14",0.11777294351796526,0.06526629433549219,1.8044987036121591,0.1350210970464135
9,13,mistral-small-24b,Mistral-Small-24B,"3,4,5,6,10,11,12,13,14",0.13110368782872026,0.069902325542492,1.8755268413641744,0.17872340425531916
9,13,gemma-4-31b-it,Gemma 4 31B,"3,4,5,6,10,11,12,13,14",0.13462008587426466,0.08012870881045737,1.680048111004826,0.17699115044247787
9,13,llama-3.1-8b,Llama 3.1-8B,"3,4,5,6,10,11,12,13,14",0.05741700896150515,0.07101715110273289,0.808494963117376,0.04291845493562232
9,14,deepseek-r1,DeepSeek-R1,"0,2,4,5,6,7,8,9,11",0.16826776241499183,0.07171449954379211,2.3463562248278667,0.23651452282157676
9,14,kimi-k2.5,Kimi K2.5,"0,2,4,5,6,7,8,9,11",0.20700462815117654,0.09518771524650443,2.1746989894137454,0.23868312757201646
9,14,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,4,5,6,7,8,9,11",0.1130700637660526,0.08227414923530871,1.3743085138767688,0.08898305084745763
9,14,mistral-small-24b,Mistral-Small-24B,"0,2,4,5,6,7,8,9,11",0.13641778694124485,0.09394466458925202,1.4521078715613625,0.1276595744680851
9,14,gemma-4-31b-it,Gemma 4 31B,"0,2,4,5,6,7,8,9,11",0.1317153824420199,0.080681261362857,1.632539950629197,0.13274336283185842
9,14,llama-3.1-8b,Llama 3.1-8B,"0,2,4,5,6,7,8,9,11",0.08009170019201728,0.0896142007644064,0.893738933214128,0.05603448275862069
9,15,deepseek-r1,DeepSeek-R1,"0,4,6,7,8,11,12,13,14",0.17418015062163783,0.0893483628647323,1.9494498280325003,0.20987654320987653
9,15,kimi-k2.5,Kimi K2.5,"0,4,6,7,8,11,12,13,14",0.2031635365363446,0.1212383252984811,1.6757369093986478,0.15289256198347106
9,15,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,4,6,7,8,11,12,13,14",0.1086948200715667,0.07632481455321119,1.4241085380664527,0.11392405063291139
9,15,mistral-small-24b,Mistral-Small-24B,"0,4,6,7,8,11,12,13,14",0.12584267218263953,0.08263942638429374,1.5227921790918542,0.1271186440677966
9,15,gemma-4-31b-it,Gemma 4 31B,"0,4,6,7,8,11,12,13,14",0.1524416201505746,0.08646803972305532,1.7629822607153252,0.1222707423580786
9,15,llama-3.1-8b,Llama 3.1-8B,"0,4,6,7,8,11,12,13,14",0.07085189492750378,0.060893587040023435,1.1635362338062802,0.1724137931034483
9,16,deepseek-r1,DeepSeek-R1,"2,5,6,7,9,10,11,12,14",0.1676356254195025,0.08828575974288236,1.8987844235323281,0.2024793388429752
9,16,kimi-k2.5,Kimi K2.5,"2,5,6,7,9,10,11,12,14",0.20895216652440587,0.10450514584685011,1.9994438056726935,0.1859504132231405
9,16,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,5,6,7,9,10,11,12,14",0.11727600904500277,0.06709538998086573,1.7478996556760094,0.14345991561181434
9,16,mistral-small-24b,Mistral-Small-24B,"2,5,6,7,9,10,11,12,14",0.1295119067350454,0.07416960788551868,1.7461587087658323,0.14468085106382977
9,16,gemma-4-31b-it,Gemma 4 31B,"2,5,6,7,9,10,11,12,14",0.14589119638663198,0.08562065705930898,1.70392521381346,0.1391304347826087
9,16,llama-3.1-8b,Llama 3.1-8B,"2,5,6,7,9,10,11,12,14",0.06602802037557558,0.07276473087091322,0.907417915043364,0.06437768240343347
9,17,deepseek-r1,DeepSeek-R1,"0,1,3,4,5,6,7,8,11",0.17252463565141882,0.07852503029791749,2.1970655088813666,0.21991701244813278
9,17,kimi-k2.5,Kimi K2.5,"0,1,3,4,5,6,7,8,11",0.21008053667970836,0.11387880245688577,1.8447729704502673,0.15918367346938775
9,17,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,4,5,6,7,8,11",0.10966355048124296,0.06736204050605855,1.6279725147485669,0.1271186440677966
9,17,mistral-small-24b,Mistral-Small-24B,"0,1,3,4,5,6,7,8,11",0.1347705326331324,0.08757828024455265,1.5388579480757172,0.13617021276595745
9,17,gemma-4-31b-it,Gemma 4 31B,"0,1,3,4,5,6,7,8,11",0.140055539776161,0.09276251473731903,1.5098290529613645,0.1206896551724138
9,17,llama-3.1-8b,Llama 3.1-8B,"0,1,3,4,5,6,7,8,11",0.06649403865689964,0.08721887683336854,0.7623812765204067,0.06437768240343347
9,18,deepseek-r1,DeepSeek-R1,"0,1,3,5,6,10,11,13,14",0.17620324180373928,0.08034782590601706,2.193005720028373,0.2190082644628099
9,18,kimi-k2.5,Kimi K2.5,"0,1,3,5,6,10,11,13,14",0.2097094260803236,0.11142986665724548,1.8819857940365552,0.16393442622950818
9,18,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,5,6,10,11,13,14",0.1106603397104402,0.05843108512573587,1.8938607673007266,0.17372881355932204
9,18,mistral-small-24b,Mistral-Small-24B,"0,1,3,5,6,10,11,13,14",0.13719271448134104,0.09105026213331884,1.5067800055364902,0.16595744680851063
9,18,gemma-4-31b-it,Gemma 4 31B,"0,1,3,5,6,10,11,13,14",0.13723568890326257,0.08372149697282867,1.6391929655510296,0.11688311688311688
9,18,llama-3.1-8b,Llama 3.1-8B,"0,1,3,5,6,10,11,13,14",0.060487962246543875,0.07334660680812083,0.8246865789549618,0.060085836909871244
9,19,deepseek-r1,DeepSeek-R1,"0,1,2,5,8,9,11,12,14",0.15434106044848653,0.07030219420592468,2.1953946415441967,0.20920502092050208
9,19,kimi-k2.5,Kimi K2.5,"0,1,2,5,8,9,11,12,14",0.20862203127723955,0.08949340514112167,2.331144188203193,0.24796747967479674
9,19,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,5,8,9,11,12,14",0.10947261559494259,0.07608747339738087,1.4387731739126315,0.11814345991561181
9,19,mistral-small-24b,Mistral-Small-24B,"0,1,2,5,8,9,11,12,14",0.13174921409580417,0.09140958756805996,1.44130629621,0.13983050847457626
9,19,gemma-4-31b-it,Gemma 4 31B,"0,1,2,5,8,9,11,12,14",0.13529767347933497,0.07888926754897217,1.7150326994143543,0.13478260869565217
9,19,llama-3.1-8b,Llama 3.1-8B,"0,1,2,5,8,9,11,12,14",0.0779072516774795,0.09331948448531353,0.834844428333082,0.04741379310344827
9,20,deepseek-r1,DeepSeek-R1,"0,4,5,7,10,11,12,13,14",0.17769028115115837,0.09180871996061456,1.9354401327824473,0.1487603305785124
9,20,kimi-k2.5,Kimi K2.5,"0,4,5,7,10,11,12,13,14",0.2097957475095231,0.10777037185218721,1.946692248564096,0.1652892561983471
9,20,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,4,5,7,10,11,12,13,14",0.11113704255105208,0.07194841220972877,1.5446767918531534,0.12658227848101267
9,20,mistral-small-24b,Mistral-Small-24B,"0,4,5,7,10,11,12,13,14",0.12621226057273163,0.07268433342084342,1.736443806149541,0.15254237288135594
9,20,gemma-4-31b-it,Gemma 4 31B,"0,4,5,7,10,11,12,13,14",0.13569626360081158,0.09304930661648221,1.4583264350384222,0.12446351931330472
9,20,llama-3.1-8b,Llama 3.1-8B,"0,4,5,7,10,11,12,13,14",0.06222846810528359,0.06290041542646779,0.9893172832543574,0.12446351931330472
9,21,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,10,12,13",0.18918517903817486,0.094985652237779,1.9917237454408883,0.26141078838174275
9,21,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,10,12,13",0.1940245365595773,0.09747279152434482,1.9905507324176481,0.1680327868852459
9,21,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,10,12,13",0.11203959314607377,0.053237370477966305,2.104529058069168,0.16455696202531644
9,21,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,10,12,13",0.1322286141921878,0.08279373744143079,1.5970847346482913,0.13191489361702127
9,21,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,10,12,13",0.12805725963625672,0.07300912910506994,1.7539896887684432,0.13043478260869565
9,21,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,10,12,13",0.06960622597145348,0.07745728968218012,0.8986400925859809,0.09913793103448276
9,22,deepseek-r1,DeepSeek-R1,"0,3,5,6,8,9,10,11,13",0.1844376240197686,0.08035673910287099,2.2952352979836013,0.23651452282157676
9,22,kimi-k2.5,Kimi K2.5,"0,3,5,6,8,9,10,11,13",0.21292354257791726,0.08416764425987049,2.529755281263528,0.25102880658436216
9,22,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,3,5,6,8,9,10,11,13",0.10984521456729729,0.06820874345912986,1.6104271827425714,0.1483050847457627
9,22,mistral-small-24b,Mistral-Small-24B,"0,3,5,6,8,9,10,11,13",0.13458394652422132,0.07814431680678653,1.7222486806939903,0.13617021276595745
9,22,gemma-4-31b-it,Gemma 4 31B,"0,3,5,6,8,9,10,11,13",0.13191965633684008,0.07977080557960606,1.653733535449794,0.15217391304347827
9,22,llama-3.1-8b,Llama 3.1-8B,"0,3,5,6,8,9,10,11,13",0.06422527649471461,0.08407345348139435,0.7639186191980066,0.0603448275862069
9,23,deepseek-r1,DeepSeek-R1,"2,3,4,5,7,9,12,13,14",0.17846300314706023,0.08338322765152612,2.140274587269397,0.26337448559670784
9,23,kimi-k2.5,Kimi K2.5,"2,3,4,5,7,9,12,13,14",0.19282835250656133,0.09957932616105447,1.9364295777086369,0.18106995884773663
9,23,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,3,4,5,7,9,12,13,14",0.12062916005320273,0.07606582098207311,1.5858523380906142,0.12236286919831224
9,23,mistral-small-24b,Mistral-Small-24B,"2,3,4,5,7,9,12,13,14",0.13691271037404862,0.0772679894558329,1.771920187625811,0.14893617021276595
9,23,gemma-4-31b-it,Gemma 4 31B,"2,3,4,5,7,9,12,13,14",0.12641097432880177,0.08477795436192924,1.4910830920634768,0.1145374449339207
9,23,llama-3.1-8b,Llama 3.1-8B,"2,3,4,5,7,9,12,13,14",0.08477465033491517,0.06798113985438141,1.2470319049740295,0.09871244635193133
9,24,deepseek-r1,DeepSeek-R1,"0,4,5,6,8,9,10,13,14",0.16945395606308086,0.09242548680276316,1.8334115613012367,0.2175732217573222
9,24,kimi-k2.5,Kimi K2.5,"0,4,5,6,8,9,10,13,14",0.20342520833040975,0.08502611677873587,2.3925026337470494,0.1950207468879668
9,24,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,4,5,6,8,9,10,13,14",0.11130653452651192,0.07208114635003243,1.5441837451640616,0.11864406779661017
9,24,mistral-small-24b,Mistral-Small-24B,"0,4,5,6,8,9,10,13,14",0.13129817692655257,0.08195253766383284,1.602124603696035,0.11914893617021277
9,24,gemma-4-31b-it,Gemma 4 31B,"0,4,5,6,8,9,10,13,14",0.1428527148071822,0.07719682796796398,1.8504998011895624,0.18502202643171806
9,24,llama-3.1-8b,Llama 3.1-8B,"0,4,5,6,8,9,10,13,14",0.06746662188546934,0.07343545934547857,0.9187199547301976,0.05603448275862069
9,25,deepseek-r1,DeepSeek-R1,"0,2,5,6,7,8,9,11,14",0.15913587422015651,0.08313792442725668,1.914118921255917,0.16942148760330578
9,25,kimi-k2.5,Kimi K2.5,"0,2,5,6,7,8,9,11,14",0.20869522370499594,0.09703862447370294,2.1506407869739688,0.23868312757201646
9,25,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,5,6,7,8,9,11,14",0.10727479256860604,0.08106362629898893,1.3233406580275824,0.0847457627118644
9,25,mistral-small-24b,Mistral-Small-24B,"0,2,5,6,7,8,9,11,14",0.13292878472170438,0.09102471596354302,1.4603592366599054,0.09787234042553192
9,25,gemma-4-31b-it,Gemma 4 31B,"0,2,5,6,7,8,9,11,14",0.1382540463838522,0.08171217588365402,1.691963833893071,0.14977973568281938
9,25,llama-3.1-8b,Llama 3.1-8B,"0,2,5,6,7,8,9,11,14",0.07577617416300576,0.08366159327829839,0.9057462473961981,0.060085836909871244
