run_count,replicate,model,model_label,selected_runs,mean_causal_jsd,mean_null_jsd,snr,detection_power
3,21,llama-3.1-8b,Llama 3.1-8B,"1,4,8",0.11585286795107651,0.10552051398483205,1.0979179647260786,0.0821917808219178
3,22,deepseek-r1,DeepSeek-R1,"1,8,9",0.2150881846607761,0.13806180722817876,1.5579122784137802,0.15151515151515152
3,22,kimi-k2.5,Kimi K2.5,"1,8,9",0.262941854547109,0.14089074777751484,1.866281914851705,0.24369747899159663
3,22,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,8,9",0.15268026470676888,0.11149529408863985,1.3693875239737614,0.1016949152542373
3,22,mistral-small-24b,Mistral-Small-24B,"1,8,9",0.22391280147144335,0.1490044502057557,1.5027255975391942,0.14957264957264957
3,22,gemma-4-31b-it,Gemma 4 31B,"1,8,9",0.16134338858854608,0.09108896309278287,1.7712726450097178,0.1152073732718894
3,22,llama-3.1-8b,Llama 3.1-8B,"1,8,9",0.12454392084340916,0.11640979880466688,1.0698748913086875,0.06451612903225806
3,23,deepseek-r1,DeepSeek-R1,"8,10,14",0.2084156137248633,0.20252583070618949,1.0290816386143766,0.0
3,23,kimi-k2.5,Kimi K2.5,"8,10,14",0.2544350419708815,0.15990294984015085,1.5911841665537187,0.20851063829787234
3,23,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"8,10,14",0.14351442167309697,0.12173713835745079,1.1788877544640701,0.1016949152542373
3,23,mistral-small-24b,Mistral-Small-24B,"8,10,14",0.18312134487083961,0.1465507597513731,1.2495421052849496,0.1072961373390558
3,23,gemma-4-31b-it,Gemma 4 31B,"8,10,14",0.22639200013950994,0.10842838780368329,2.0879402961280538,0.1895734597156398
3,23,llama-3.1-8b,Llama 3.1-8B,"8,10,14",0.08849559455885185,0.09013920050709562,0.9817659138421758,0.05333333333333334
3,24,deepseek-r1,DeepSeek-R1,"1,4,9",0.23305073309918128,0.12353220170586704,1.8865585643335359,0.17872340425531916
3,24,kimi-k2.5,Kimi K2.5,"1,4,9",0.2641537318645167,0.1467727922994845,1.7997459047145514,0.13333333333333333
3,24,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,4,9",0.15908900786901553,0.1064817150378052,1.4940500142445365,0.07627118644067797
3,24,mistral-small-24b,Mistral-Small-24B,"1,4,9",0.2398549275134669,0.1830149355795818,1.3105757011245072,0.15384615384615385
3,24,gemma-4-31b-it,Gemma 4 31B,"1,4,9",0.16166977176789316,0.12534221717683336,1.289826966598243,0.0
3,24,llama-3.1-8b,Llama 3.1-8B,"1,4,9",0.09827156295620257,0.1328596045798032,0.7396647255349534,0.0
3,25,deepseek-r1,DeepSeek-R1,"0,2,3",0.2649393040893177,0.1613589164661913,1.6419254038857474,0.10833333333333334
3,25,kimi-k2.5,Kimi K2.5,"0,2,3",0.2279422286080837,0.11193535075849399,2.0363739164035874,0.20168067226890757
3,25,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,3",0.14274578820695666,0.09325975618849211,1.530625792313308,0.09361702127659574
3,25,mistral-small-24b,Mistral-Small-24B,"0,2,3",0.19837080447728064,0.1574796997211168,1.2596595296319368,0.12017167381974249
3,25,gemma-4-31b-it,Gemma 4 31B,"0,2,3",0.16423030080286471,0.1445960655418729,1.1357867877484262,0.0
3,25,llama-3.1-8b,Llama 3.1-8B,"0,2,3",0.08945354767741287,0.12303478202397855,0.7270590170182856,0.07623318385650224
3,26,deepseek-r1,DeepSeek-R1,"4,5,7",0.2536321324599608,0.14698794816653374,1.725530124228973,0.1940928270042194
3,26,kimi-k2.5,Kimi K2.5,"4,5,7",0.25073065806905787,0.17790617424937116,1.409342082291133,0.0
3,26,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"4,5,7",0.16426117017754668,0.10511881199215015,1.5626239211095065,0.15677966101694915
3,26,mistral-small-24b,Mistral-Small-24B,"4,5,7",0.18821170578454322,0.12234695762299659,1.5383439804404793,0.10344827586206896
3,26,gemma-4-31b-it,Gemma 4 31B,"4,5,7",0.18929409660409863,0.12252428316401326,1.544951675829893,0.13488372093023257
3,26,llama-3.1-8b,Llama 3.1-8B,"4,5,7",0.09131538536003528,0.111592993429735,0.818289594655711,0.03286384976525822
3,27,deepseek-r1,DeepSeek-R1,"4,10,13",0.2800285148060521,0.14657909810884617,1.9104259639946042,0.15126050420168066
3,27,kimi-k2.5,Kimi K2.5,"4,10,13",0.23003671399581102,0.16567946359302285,1.3884443431134963,0.09130434782608696
3,27,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"4,10,13",0.16632584480536128,0.08559090944211666,1.9432653057372171,0.1452991452991453
3,27,mistral-small-24b,Mistral-Small-24B,"4,10,13",0.19110403912173238,0.12323642186004005,1.5507107090367307,0.14285714285714285
3,27,gemma-4-31b-it,Gemma 4 31B,"4,10,13",0.19239057475397725,0.1268899170429827,1.5162006504331378,0.13488372093023257
3,27,llama-3.1-8b,Llama 3.1-8B,"4,10,13",0.08996251550016734,0.0812963862707899,1.1065991937269075,0.07048458149779736
3,28,deepseek-r1,DeepSeek-R1,"4,8,9",0.2276189898274677,0.11313430703479536,2.011936041270502,0.1864406779661017
3,28,kimi-k2.5,Kimi K2.5,"4,8,9",0.2548892016891424,0.16317101446357807,1.5620985291234863,0.1652542372881356
3,28,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"4,8,9",0.16734746602399017,0.11031573144314338,1.5169864155797297,0.13135593220338984
3,28,mistral-small-24b,Mistral-Small-24B,"4,8,9",0.20619910838252956,0.15277798394218745,1.3496650699393777,0.12393162393162394
3,28,gemma-4-31b-it,Gemma 4 31B,"4,8,9",0.1718034120107356,0.12181808000698471,1.4103276952065313,0.05504587155963303
3,28,llama-3.1-8b,Llama 3.1-8B,"4,8,9",0.10758439016338474,0.09203610315617074,1.1689368245071285,0.05963302752293578
3,29,deepseek-r1,DeepSeek-R1,"3,13,14",0.25037250165731195,0.13605925461440116,1.8401725216478684,0.20833333333333334
3,29,kimi-k2.5,Kimi K2.5,"3,13,14",0.23991141064689175,0.17924775476392582,1.338434676422372,0.0851063829787234
3,29,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"3,13,14",0.14643747062968687,0.10930342919474058,1.3397335445787926,0.1016949152542373
3,29,mistral-small-24b,Mistral-Small-24B,"3,13,14",0.19151449633221607,0.1316697190435824,1.4545067592103327,0.12340425531914893
3,29,gemma-4-31b-it,Gemma 4 31B,"3,13,14",0.1833847313325257,0.1222783380289735,1.4997319581582242,0.0
3,29,llama-3.1-8b,Llama 3.1-8B,"3,13,14",0.08213233279249323,0.07600452828043947,1.0806242029349036,0.05829596412556054
3,30,deepseek-r1,DeepSeek-R1,"0,4,6",0.2356536723675412,0.13465599421594304,1.7500422000496447,0.1794871794871795
3,30,kimi-k2.5,Kimi K2.5,"0,4,6",0.22679811873309297,0.1566697265359808,1.4476192928121725,0.09170305676855896
3,30,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,4,6",0.15608782146470235,0.1251914717635457,1.2467927668388774,0.0
3,30,mistral-small-24b,Mistral-Small-24B,"0,4,6",0.19382261220634248,0.15541711491224117,1.2471124066084203,0.0
3,30,gemma-4-31b-it,Gemma 4 31B,"0,4,6",0.21472749522437368,0.14034265455698314,1.5300230418342855,0.12735849056603774
3,30,llama-3.1-8b,Llama 3.1-8B,"0,4,6",0.09313293703645598,0.115790227738959,0.8043246727730573,0.027649769585253458
3,31,deepseek-r1,DeepSeek-R1,"2,12,13",0.25161598926375234,0.12751226277061467,1.9732689530919179,0.19574468085106383
3,31,kimi-k2.5,Kimi K2.5,"2,12,13",0.2266956229897828,0.1255678450207608,1.8053636498444487,0.19913419913419914
3,31,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,12,13",0.1498910924566211,0.08778951875674353,1.7073916633710589,0.11914893617021277
3,31,mistral-small-24b,Mistral-Small-24B,"2,12,13",0.17212279243317877,0.1212016059823596,1.420136235308883,0.13247863247863248
3,31,gemma-4-31b-it,Gemma 4 31B,"2,12,13",0.19534709384454504,0.12548710058255463,1.5567105538153012,0.1650485436893204
3,31,llama-3.1-8b,Llama 3.1-8B,"2,12,13",0.0999443577699084,0.08872585513508344,1.1264400621188153,0.0547945205479452
3,32,deepseek-r1,DeepSeek-R1,"3,10,12",0.26896505779623026,0.16252131405587059,1.6549525172050177,0.0
3,32,kimi-k2.5,Kimi K2.5,"3,10,12",0.24570805056756978,0.14203230716913415,1.7299447954117724,0.0
3,32,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"3,10,12",0.160132135308248,0.10249249794278718,1.5623790864931022,0.11440677966101695
3,32,mistral-small-24b,Mistral-Small-24B,"3,10,12",0.18673746172055034,0.09613316620401435,1.9424873755250611,0.19230769230769232
3,32,gemma-4-31b-it,Gemma 4 31B,"3,10,12",0.17727164705523424,0.13562328031745197,1.3070886254948,0.07906976744186046
3,32,llama-3.1-8b,Llama 3.1-8B,"3,10,12",0.07549321938273565,0.07541278513572791,1.0010665863469035,0.04484304932735426
3,33,deepseek-r1,DeepSeek-R1,"4,6,13",0.24433170785252234,0.12448589790014808,1.962725995264976,0.18143459915611815
3,33,kimi-k2.5,Kimi K2.5,"4,6,13",0.24405086197899306,0.14669153842660673,1.6637010191361346,0.21052631578947367
3,33,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"4,6,13",0.16798183111796172,0.11077894561889903,1.5163696511054696,0.14042553191489363
3,33,mistral-small-24b,Mistral-Small-24B,"4,6,13",0.21028350028361228,0.13511532481742952,1.5563260538192205,0.07296137339055794
3,33,gemma-4-31b-it,Gemma 4 31B,"4,6,13",0.21427917702510804,0.10067671517231593,2.128388641388953,0.16097560975609757
3,33,llama-3.1-8b,Llama 3.1-8B,"4,6,13",0.11166184860306992,0.09109227153788872,1.225810342830517,0.09502262443438914
3,34,deepseek-r1,DeepSeek-R1,"4,6,9",0.22250462176094762,0.12922955772126524,1.7217780953864057,0.17872340425531916
3,34,kimi-k2.5,Kimi K2.5,"4,6,9",0.27273923944447515,0.1629370565895935,1.6738932514992695,0.18220338983050846
3,34,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"4,6,9",0.17099349077569398,0.13975315162462834,1.223539424963925,0.09745762711864407
3,34,mistral-small-24b,Mistral-Small-24B,"4,6,9",0.22312482030830974,0.14058851836775074,1.5870771162454458,0.1581196581196581
3,34,gemma-4-31b-it,Gemma 4 31B,"4,6,9",0.19689572397815563,0.10724456866649337,1.835950542077868,0.1574074074074074
3,34,llama-3.1-8b,Llama 3.1-8B,"4,6,9",0.08469455259037892,0.11122500961920992,0.7614704002304814,0.037383177570093455
3,35,deepseek-r1,DeepSeek-R1,"1,10,11",0.22534131078511915,0.14703838809825528,1.5325338756742872,0.15966386554621848
3,35,kimi-k2.5,Kimi K2.5,"1,10,11",0.26200441952173653,0.14154746892679834,1.8510003852999508,0.23404255319148937
3,35,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,10,11",0.169479596050777,0.1260199363103551,1.3448633685498126,0.08085106382978724
3,35,mistral-small-24b,Mistral-Small-24B,"1,10,11",0.20207643409903608,0.1501379274302755,1.3459386149637707,0.15021459227467812
3,35,gemma-4-31b-it,Gemma 4 31B,"1,10,11",0.17552673377009195,0.10485757013698162,1.6739538551273985,0.10909090909090909
3,35,llama-3.1-8b,Llama 3.1-8B,"1,10,11",0.09008099897317788,0.12627174900071178,0.7133899679545114,0.017857142857142856
3,36,deepseek-r1,DeepSeek-R1,"0,13,14",0.2382275549871362,0.12097595994567995,1.9692140082550615,0.2127659574468085
3,36,kimi-k2.5,Kimi K2.5,"0,13,14",0.24794140024485334,0.15951279313671993,1.5543668653105485,0.1853448275862069
3,36,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,13,14",0.12372430169246518,0.10227731498930524,1.209694463580732,0.08898305084745763
3,36,mistral-small-24b,Mistral-Small-24B,"0,13,14",0.1801376218974239,0.1407406298699198,1.279926216501354,0.0
3,36,gemma-4-31b-it,Gemma 4 31B,"0,13,14",0.20243038421665457,0.13215653774030597,1.5317470302864633,0.0
3,36,llama-3.1-8b,Llama 3.1-8B,"0,13,14",0.10874472676595216,0.08119294001249601,1.3393372225370308,0.10087719298245613
3,37,deepseek-r1,DeepSeek-R1,"0,1,12",0.2332891981352806,0.13050543864220696,1.7875821924545618,0.15021459227467812
3,37,kimi-k2.5,Kimi K2.5,"0,1,12",0.22431395621464117,0.14326156423164121,1.5657650914096222,0.11016949152542373
3,37,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,12",0.15037868485909853,0.10943808244075762,1.3740983166486254,0.0
3,37,mistral-small-24b,Mistral-Small-24B,"0,1,12",0.1825411880478144,0.14975330460875855,1.218945976015131,0.11063829787234042
3,37,gemma-4-31b-it,Gemma 4 31B,"0,1,12",0.2187420930721292,0.1270667904180854,1.7214733476182589,0.0
3,37,llama-3.1-8b,Llama 3.1-8B,"0,1,12",0.1102181856898032,0.11638811505912965,0.9469883212199812,0.05909090909090909
3,38,deepseek-r1,DeepSeek-R1,"2,5,9",0.26699678749615235,0.14955784909764122,1.785240889107995,0.24358974358974358
3,38,kimi-k2.5,Kimi K2.5,"2,5,9",0.25351466757619284,0.13156238897139774,1.9269539688224122,0.0
3,38,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,5,9",0.17424704603663993,0.11832966171192473,1.4725559383482976,0.0
3,38,mistral-small-24b,Mistral-Small-24B,"2,5,9",0.2093750165583413,0.15673322953153185,1.335868706235131,0.1282051282051282
3,38,gemma-4-31b-it,Gemma 4 31B,"2,5,9",0.17035651297468005,0.12303788089127823,1.384585883149391,0.12442396313364056
3,38,llama-3.1-8b,Llama 3.1-8B,"2,5,9",0.11923085964661971,0.14724490397447598,0.80974523686937,0.04245283018867924
3,39,deepseek-r1,DeepSeek-R1,"0,2,11",0.2370198996212832,0.14338810087966525,1.652995598429719,0.18067226890756302
3,39,kimi-k2.5,Kimi K2.5,"0,2,11",0.253364375178365,0.10659563001476668,2.3768739407353423,0.24369747899159663
3,39,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,11",0.13963126015065774,0.09549827719908031,1.4621338127343981,0.10212765957446808
3,39,mistral-small-24b,Mistral-Small-24B,"0,2,11",0.1856805986016961,0.14919775188426004,1.2445267858039684,0.1111111111111111
3,39,gemma-4-31b-it,Gemma 4 31B,"0,2,11",0.17238394456796324,0.11725289214762451,1.470189275595243,0.11961722488038277
3,39,llama-3.1-8b,Llama 3.1-8B,"0,2,11",0.11216307896531374,0.13683099785413932,0.8197198056311672,0.06666666666666667
3,40,deepseek-r1,DeepSeek-R1,"4,10,12",0.2526855722577148,0.16748359074616345,1.5087183832873674,0.10084033613445378
3,40,kimi-k2.5,Kimi K2.5,"4,10,12",0.2344445594688785,0.16042070814213152,1.4614357596599212,0.11013215859030837
3,40,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"4,10,12",0.17642566102573137,0.10897450281459904,1.6189627524696177,0.1228813559322034
3,40,mistral-small-24b,Mistral-Small-24B,"4,10,12",0.18370965002508838,0.13779079920594522,1.3332504861265215,0.1282051282051282
3,40,gemma-4-31b-it,Gemma 4 31B,"4,10,12",0.2169478672087646,0.13298805542439357,1.6313334796605392,0.11059907834101383
3,40,llama-3.1-8b,Llama 3.1-8B,"4,10,12",0.08053795286287407,0.09395351374642619,0.8572106529218295,0.039647577092511016
3,41,deepseek-r1,DeepSeek-R1,"2,6,13",0.25169068811724626,0.1269900526075088,1.9819716816336213,0.21518987341772153
3,41,kimi-k2.5,Kimi K2.5,"2,6,13",0.23035032178407738,0.1124875537034696,2.0477849699826156,0.2094017094017094
3,41,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,6,13",0.1518686003952905,0.09447453930671766,1.6075082398892608,0.14042553191489363
3,41,mistral-small-24b,Mistral-Small-24B,"2,6,13",0.20172101132221706,0.15508797600436375,1.3006876259481341,0.15086206896551724
3,41,gemma-4-31b-it,Gemma 4 31B,"2,6,13",0.2123737399067329,0.07861140023185575,2.7015641405745185,0.19402985074626866
3,41,llama-3.1-8b,Llama 3.1-8B,"2,6,13",0.10544705571766967,0.11402948001629734,0.9247350395932609,0.0
3,42,deepseek-r1,DeepSeek-R1,"2,3,4",0.2605854225503335,0.12909427925869318,2.018566771871773,0.25833333333333336
3,42,kimi-k2.5,Kimi K2.5,"2,3,4",0.23159051153424118,0.1513515511420574,1.5301495741981006,0.0
3,42,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,3,4",0.14291383024055257,0.08357656471314294,1.7099749281520598,0.13191489361702127
3,42,mistral-small-24b,Mistral-Small-24B,"2,3,4",0.1966709758590476,0.16173396049404334,1.2160153331946075,0.0
3,42,gemma-4-31b-it,Gemma 4 31B,"2,3,4",0.1653020404771902,0.13886449499618486,1.1903837657115426,0.07804878048780488
3,42,llama-3.1-8b,Llama 3.1-8B,"2,3,4",0.08759119319185814,0.10028586403725669,0.8734151521027688,0.0639269406392694
3,43,deepseek-r1,DeepSeek-R1,"1,8,13",0.22916404412120583,0.17808810283065224,1.286801535188023,0.0
3,43,kimi-k2.5,Kimi K2.5,"1,8,13",0.2574399634476143,0.1690830212917207,1.5225654325365432,0.13135593220338984
3,43,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,8,13",0.14450265191245845,0.0934029684322868,1.5470884313191475,0.1228813559322034
3,43,mistral-small-24b,Mistral-Small-24B,"1,8,13",0.20623103915903904,0.1501130209462738,1.3738384442536145,0.11637931034482758
3,43,gemma-4-31b-it,Gemma 4 31B,"1,8,13",0.18002023684812263,0.09221734911956611,1.9521298168603183,0.0
3,43,llama-3.1-8b,Llama 3.1-8B,"1,8,13",0.12093923012378546,0.10274032890084854,1.1771349324810914,0.09174311926605505
3,44,deepseek-r1,DeepSeek-R1,"9,11,12",0.21879774388639142,0.12655941948159752,1.7288143765403878,0.17372881355932204
3,44,kimi-k2.5,Kimi K2.5,"9,11,12",0.2643406555732675,0.15335536277755057,1.7237131508515064,0.0
3,44,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"9,11,12",0.16132557705067696,0.10104950685302808,1.5965003895102396,0.11914893617021277
3,44,mistral-small-24b,Mistral-Small-24B,"9,11,12",0.18213649754258812,0.12430706447760391,1.4652143730367246,0.10256410256410256
3,44,gemma-4-31b-it,Gemma 4 31B,"9,11,12",0.1834650112853429,0.11369489341416092,1.6136609637956878,0.1542056074766355
3,44,llama-3.1-8b,Llama 3.1-8B,"9,11,12",0.09914312262305457,0.11971655848387848,0.828148786422102,0.0
3,45,deepseek-r1,DeepSeek-R1,"2,12,14",0.20770509025589554,0.14112329042499583,1.4717988053593931,0.15677966101694915
3,45,kimi-k2.5,Kimi K2.5,"2,12,14",0.22732653121414223,0.13718610498309186,1.657066736038319,0.1939655172413793
3,45,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,12,14",0.14995734731854615,0.11805638951995358,1.2702179689579678,0.1059322033898305
3,45,mistral-small-24b,Mistral-Small-24B,"2,12,14",0.15901233228691863,0.14111862849071677,1.12679901999883,0.09401709401709402
3,45,gemma-4-31b-it,Gemma 4 31B,"2,12,14",0.21369417339192912,0.1586975029865077,1.3465503197621023,0.0975609756097561
3,45,llama-3.1-8b,Llama 3.1-8B,"2,12,14",0.10376764985568136,0.09037350628620062,1.1482087408124158,0.07111111111111111
3,46,deepseek-r1,DeepSeek-R1,"1,10,12",0.23347311068079762,0.17274814691610163,1.351523097924681,0.10212765957446808
3,46,kimi-k2.5,Kimi K2.5,"1,10,12",0.23868676316037,0.15493137060542392,1.5405967314925046,0.0
3,46,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,10,12",0.16193328100691257,0.1139342367757082,1.4212872757966128,0.11440677966101695
3,46,mistral-small-24b,Mistral-Small-24B,"1,10,12",0.1954298398342389,0.1333344767861031,1.4657112289700582,0.13675213675213677
3,46,gemma-4-31b-it,Gemma 4 31B,"1,10,12",0.21261528559873366,0.11362431930714334,1.8712128432998847,0.0
3,46,llama-3.1-8b,Llama 3.1-8B,"1,10,12",0.08287682868541958,0.0979054958276185,0.8464982275493524,0.044444444444444446
3,47,deepseek-r1,DeepSeek-R1,"1,7,13",0.24268228947515658,0.18098525001527488,1.3408954014466625,0.0
3,47,kimi-k2.5,Kimi K2.5,"1,7,13",0.23976205457085492,0.20730735718192467,1.1565535243423575,0.0
3,47,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,7,13",0.14278819839808365,0.10486957544362012,1.3615788735108336,0.1016949152542373
3,47,mistral-small-24b,Mistral-Small-24B,"1,7,13",0.203921587608387,0.13120213649075424,1.5542550835119766,0.14655172413793102
3,47,gemma-4-31b-it,Gemma 4 31B,"1,7,13",0.18257286354152294,0.11852077776395739,1.5404291718801395,0.08597285067873303
3,47,llama-3.1-8b,Llama 3.1-8B,"1,7,13",0.10655676268824006,0.09464682729292974,1.1258355481737317,0.09767441860465116
3,48,deepseek-r1,DeepSeek-R1,"1,4,12",0.2301005456440648,0.12140483224365628,1.8953162027542618,0.19915254237288135
3,48,kimi-k2.5,Kimi K2.5,"1,4,12",0.23282571259913643,0.1749792523005098,1.3305903959360905,0.0
3,48,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,4,12",0.1670125587626359,0.10375109043339834,1.6097426838115736,0.11814345991561181
3,48,mistral-small-24b,Mistral-Small-24B,"1,4,12",0.1949314140186844,0.1711405926440717,1.139013316519778,0.09012875536480687
3,48,gemma-4-31b-it,Gemma 4 31B,"1,4,12",0.21896789086403962,0.12658601257873914,1.729795309950513,0.0
3,48,llama-3.1-8b,Llama 3.1-8B,"1,4,12",0.09107909801097289,0.11414997990215948,0.7978897419783939,0.032407407407407406
3,49,deepseek-r1,DeepSeek-R1,"4,8,14",0.2079344682581224,0.10878182940187332,1.9114816270459005,0.1652542372881356
3,49,kimi-k2.5,Kimi K2.5,"4,8,14",0.2424496770247784,0.18044136160044497,1.3436480132622792,0.11538461538461539
3,49,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"4,8,14",0.15009697131314662,0.12606420814543207,1.1906390681484273,0.07627118644067797
3,49,mistral-small-24b,Mistral-Small-24B,"4,8,14",0.172910897460597,0.1441819135033534,1.1992551163955485,0.08583690987124463
3,49,gemma-4-31b-it,Gemma 4 31B,"4,8,14",0.23735888978073144,0.11303247927084822,2.0999175751243366,0.21226415094339623
3,49,llama-3.1-8b,Llama 3.1-8B,"4,8,14",0.09260319311112876,0.07494016876035138,1.2356950170109886,0.0871559633027523
4,0,deepseek-r1,DeepSeek-R1,"0,6,11,12",0.23237555130023319,0.12176967660334888,1.9083203452791502,0.2320675105485232
4,0,kimi-k2.5,Kimi K2.5,"0,6,11,12",0.24310840716019086,0.1328055725066389,1.8305587828254568,0.1134453781512605
4,0,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,6,11,12",0.14664661827320588,0.10490447789048142,1.3979061830544792,0.08860759493670886
4,0,mistral-small-24b,Mistral-Small-24B,"0,6,11,12",0.15627921876060172,0.11539605517891809,1.354285625434037,0.1228813559322034
4,0,gemma-4-31b-it,Gemma 4 31B,"0,6,11,12",0.19395002964666735,0.11580241229835002,1.6748358328406843,0.10648148148148148
4,0,llama-3.1-8b,Llama 3.1-8B,"0,6,11,12",0.08231681025518073,0.10663978651582677,0.7719146197180713,0.05194805194805195
4,1,deepseek-r1,DeepSeek-R1,"1,7,10,14",0.20981095974723174,0.16752115244390534,1.2524445819908456,0.14705882352941177
4,1,kimi-k2.5,Kimi K2.5,"1,7,10,14",0.22628908579893323,0.15312865495385652,1.4777710015615477,0.12446351931330472
4,1,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,7,10,14",0.13433224495225005,0.12290613105220487,1.0929661832345199,0.1016949152542373
4,1,mistral-small-24b,Mistral-Small-24B,"1,7,10,14",0.17285337958096897,0.12412393326014966,1.392587030082973,0.11914893617021277
4,1,gemma-4-31b-it,Gemma 4 31B,"1,7,10,14",0.18183649616233957,0.1150639127604077,1.5803086458650972,0.11711711711711711
4,1,llama-3.1-8b,Llama 3.1-8B,"1,7,10,14",0.07990410304862806,0.08816442972441364,0.9063077172777514,0.08370044052863436
4,2,deepseek-r1,DeepSeek-R1,"0,2,8,12",0.20972906418349926,0.11354431948280386,1.847111904310303,0.17446808510638298
4,2,kimi-k2.5,Kimi K2.5,"0,2,8,12",0.21777206845188168,0.10594373160827014,2.055544628700638,0.20253164556962025
4,2,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,8,12",0.13954178529562722,0.10371397350855313,1.345448260972466,0.0970464135021097
4,2,mistral-small-24b,Mistral-Small-24B,"0,2,8,12",0.1702969402378738,0.11774292706084326,1.4463453940623834,0.06382978723404255
4,2,gemma-4-31b-it,Gemma 4 31B,"0,2,8,12",0.17276478812420226,0.097377567901805,1.7741744001905788,0.13488372093023257
4,2,llama-3.1-8b,Llama 3.1-8B,"0,2,8,12",0.10707711321771711,0.09913953327355188,1.0800647298012123,0.06167400881057269
4,3,deepseek-r1,DeepSeek-R1,"5,6,9,14",0.19671308774821045,0.14594547248098158,1.3478533071578804,0.0811965811965812
4,3,kimi-k2.5,Kimi K2.5,"5,6,9,14",0.24672271838703166,0.1692881284698605,1.457412995329778,0.0
4,3,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"5,6,9,14",0.14371799400990398,0.112313396203068,1.2796157793150067,0.08050847457627118
4,3,mistral-small-24b,Mistral-Small-24B,"5,6,9,14",0.17473804990905908,0.11345906872643587,1.5400976922380227,0.1148936170212766
4,3,gemma-4-31b-it,Gemma 4 31B,"5,6,9,14",0.1925617416102962,0.10546260738236232,1.8258769282286913,0.22624434389140272
4,3,llama-3.1-8b,Llama 3.1-8B,"5,6,9,14",0.07313341048425194,0.092229520213737,0.7929501347808072,0.046296296296296294
4,4,deepseek-r1,DeepSeek-R1,"1,4,7,12",0.2095470419267346,0.11660819632316383,1.797018121659333,0.19665271966527198
4,4,kimi-k2.5,Kimi K2.5,"1,4,7,12",0.21362334171201428,0.15878688840104876,1.3453462301778019,0.13135593220338984
4,4,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,4,7,12",0.1455504643188681,0.09298086407567825,1.5653808529936095,0.08860759493670886
4,4,mistral-small-24b,Mistral-Small-24B,"1,4,7,12",0.18293509069246636,0.12925078138732138,1.4153499787693433,0.1282051282051282
4,4,gemma-4-31b-it,Gemma 4 31B,"1,4,7,12",0.177113837006244,0.1260650619760291,1.404939911423846,0.0
4,4,llama-3.1-8b,Llama 3.1-8B,"1,4,7,12",0.08954383883776015,0.10814705589255576,0.8279822145756984,0.0
4,5,deepseek-r1,DeepSeek-R1,"2,4,7,11",0.215365526714214,0.12099077049001711,1.7800161602573124,0.17012448132780084
4,5,kimi-k2.5,Kimi K2.5,"2,4,7,11",0.22812991349835285,0.14885865653287475,1.5325270213490836,0.0
4,5,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,4,7,11",0.13521261241946508,0.08962935772994252,1.5085750455433036,0.08898305084745763
4,5,mistral-small-24b,Mistral-Small-24B,"2,4,7,11",0.1659042932884062,0.15429452310042296,1.0752442144717411,0.059574468085106386
